Date	Sleep	SleepStage	ID	Session
20150608_07-40-54	sound	1015 at volume 36044.0	4029	E1
20150608_07-41-08	sleep	4	4029	E1
20150608_07-41-09	sound	1015 at volume 36044.0	4029	E1
20150608_07-41-24	sound	1015 at volume 36044.0	4029	E1
20150608_07-41-38	sleep	4	4029	E1
20150608_07-41-39	sound	1015 at volume 36044.0	4029	E1
20150608_07-41-54	sound	1015 at volume 36044.0	4029	E1
20150608_07-42-08	sleep	4	4029	E1
20150608_07-42-09	sound	1015 at volume 36044.0	4029	E1
20150608_07-42-24	sound	1015 at volume 36044.0	4029	E1
20150608_07-42-38	sleep	4	4029	E1
20150608_07-42-39	sound	1004 at volume 36044.0	4029	E1
20150608_07-42-54	sound	1004 at volume 36044.0	4029	E1
20150608_07-43-08	sleep	4	4029	E1
