Date	Sleep	SleepStage	ID	Session
20150224_02-38-57	headband	undocked	4003	E1
20150224_02-39-16	sleep	0	4003	E1
20150224_02-39-46	sleep	0	4003	E1
20150224_02-40-16	sleep	0	4003	E1
20150224_02-40-46	sleep	0	4003	E1
20150224_02-41-16	sleep	0	4003	E1
20150224_02-41-46	sleep	0	4003	E1
20150224_02-42-16	sleep	0	4003	E1
20150224_02-42-46	sleep	0	4003	E1
20150224_02-43-16	sleep	0	4003	E1
20150224_02-43-46	sleep	1	4003	E1
20150224_02-44-16	sleep	1	4003	E1
20150224_02-44-46	sleep	1	4003	E1
20150224_02-45-16	sleep	1	4003	E1
20150224_02-45-46	sleep	1	4003	E1
20150224_02-46-16	sleep	1	4003	E1
20150224_02-46-46	sleep	1	4003	E1
20150224_02-47-16	sleep	1	4003	E1
20150224_02-47-46	sleep	1	4003	E1
20150224_02-48-16	sleep	1	4003	E1
20150224_02-48-46	sleep	2	4003	E1
20150224_02-49-16	sleep	2	4003	E1
20150224_02-49-46	sleep	2	4003	E1
20150224_02-50-16	sleep	2	4003	E1
20150224_02-50-46	sleep	2	4003	E1
20150224_02-51-16	sleep	2	4003	E1
20150224_02-51-46	sleep	3	4003	E1
20150224_02-52-16	sleep	3	4003	E1
20150224_02-52-46	sleep	3	4003	E1
20150224_02-53-16	sleep	3	4003	E1
20150224_02-53-46	sleep	3	4003	E1
20150224_02-54-16	sleep	3	4003	E1
20150224_02-54-46	sleep	3	4003	E1
20150224_02-55-16	sleep	3	4003	E1
20150224_02-55-46	sleep	3	4003	E1
20150224_02-56-16	sleep	3	4003	E1
20150224_02-56-46	sleep	3	4003	E1
20150224_02-57-16	sleep	3	4003	E1
20150224_02-57-46	sleep	3	4003	E1
20150224_02-58-16	sleep	3	4003	E1
20150224_02-58-46	sleep	3	4003	E1
20150224_02-59-16	sleep	3	4003	E1
20150224_02-59-46	sleep	3	4003	E1
20150224_03-00-16	sleep	3	4003	E1
20150224_03-00-46	sleep	3	4003	E1
20150224_03-01-16	sleep	3	4003	E1
20150224_03-01-46	sleep	3	4003	E1
20150224_03-02-16	sleep	3	4003	E1
20150224_03-02-46	sleep	3	4003	E1
20150224_03-03-16	sleep	3	4003	E1
20150224_03-03-46	sleep	3	4003	E1
20150224_03-04-16	sleep	3	4003	E1
20150224_03-04-46	sleep	3	4003	E1
20150224_03-05-16	sleep	3	4003	E1
20150224_03-05-46	sleep	3	4003	E1
20150224_03-06-16	sleep	3	4003	E1
20150224_03-06-46	sleep	3	4003	E1
20150224_03-07-16	sleep	3	4003	E1
20150224_03-07-46	sleep	3	4003	E1
20150224_03-08-16	sleep	3	4003	E1
20150224_03-08-46	sleep	3	4003	E1
20150224_03-09-16	sleep	3	4003	E1
20150224_03-09-46	sleep	3	4003	E1
20150224_03-10-16	sleep	3	4003	E1
20150224_03-10-46	sleep	3	4003	E1
20150224_03-11-16	sleep	3	4003	E1
20150224_03-11-46	sleep	3	4003	E1
20150224_03-12-16	sleep	3	4003	E1
20150224_03-12-46	sleep	3	4003	E1
20150224_03-13-16	sleep	3	4003	E1
20150224_03-13-46	sleep	3	4003	E1
20150224_03-14-16	sleep	3	4003	E1
20150224_03-14-46	sleep	3	4003	E1
20150224_03-15-16	sleep	3	4003	E1
20150224_03-15-46	sleep	3	4003	E1
20150224_03-16-16	sleep	3	4003	E1
20150224_03-16-46	sleep	3	4003	E1
20150224_03-17-16	sleep	3	4003	E1
20150224_03-17-46	sleep	3	4003	E1
20150224_03-18-16	sleep	3	4003	E1
20150224_03-18-46	sleep	3	4003	E1
20150224_03-19-16	sleep	3	4003	E1
20150224_03-19-46	sleep	3	4003	E1
20150224_03-20-16	sleep	3	4003	E1
20150224_03-20-46	sleep	3	4003	E1
20150224_03-21-16	sleep	3	4003	E1
20150224_03-21-46	sleep	3	4003	E1
20150224_03-22-16	sleep	3	4003	E1
20150224_03-22-46	sleep	3	4003	E1
20150224_03-23-16	sleep	3	4003	E1
20150224_03-23-46	sleep	3	4003	E1
20150224_03-24-16	sleep	3	4003	E1
20150224_03-24-46	sleep	3	4003	E1
20150224_03-25-16	sleep	3	4003	E1
20150224_03-25-46	sleep	3	4003	E1
20150224_03-26-16	sleep	3	4003	E1
20150224_03-26-46	sleep	3	4003	E1
20150224_03-27-16	sleep	3	4003	E1
20150224_03-27-46	sleep	3	4003	E1
20150224_03-28-16	sleep	4	4003	E1
20150224_03-28-46	sleep	4	4003	E1
20150224_03-29-16	sleep	4	4003	E1
20150224_03-29-16	sound	1008 at volume 36044.0	4003	E1
20150224_03-29-31	sound	1008 at volume 36044.0	4003	E1
20150224_03-29-46	sleep	4	4003	E1
20150224_03-29-46	sound	1008 at volume 36044.0	4003	E1
20150224_03-30-01	sound	1008 at volume 36044.0	4003	E1
20150224_03-30-16	sleep	4	4003	E1
20150224_03-30-16	sound	1008 at volume 36044.0	4003	E1
20150224_03-30-31	sound	1008 at volume 36044.0	4003	E1
20150224_03-30-46	sleep	4	4003	E1
20150224_03-30-46	sound	1008 at volume 36044.0	4003	E1
20150224_03-31-01	sound	1008 at volume 36044.0	4003	E1
20150224_03-31-16	sleep	4	4003	E1
20150224_03-31-16	sound	1009 at volume 36044.0	4003	E1
20150224_03-31-31	sound	1009 at volume 36044.0	4003	E1
20150224_03-31-46	sleep	4	4003	E1
20150224_03-31-46	sound	1009 at volume 36044.0	4003	E1
20150224_03-32-01	sound	1009 at volume 36044.0	4003	E1
20150224_03-32-16	sleep	4	4003	E1
20150224_03-32-16	sound	1009 at volume 36044.0	4003	E1
20150224_03-32-31	sound	1009 at volume 36044.0	4003	E1
20150224_03-32-46	sleep	4	4003	E1
20150224_03-32-46	sound	1009 at volume 36044.0	4003	E1
20150224_03-33-01	sound	1009 at volume 36044.0	4003	E1
20150224_03-33-16	sleep	4	4003	E1
20150224_03-33-16	sound	1008 at volume 36044.0	4003	E1
20150224_03-33-31	sound	1008 at volume 36044.0	4003	E1
20150224_03-33-46	sleep	4	4003	E1
20150224_03-33-46	sound	1008 at volume 36044.0	4003	E1
20150224_03-34-01	sound	1008 at volume 36044.0	4003	E1
20150224_03-34-16	sleep	4	4003	E1
20150224_03-34-16	sound	1008 at volume 36044.0	4003	E1
20150224_03-34-31	sound	1008 at volume 36044.0	4003	E1
20150224_03-34-46	sleep	4	4003	E1
20150224_03-34-46	sound	1008 at volume 36044.0	4003	E1
20150224_03-35-01	sound	1008 at volume 36044.0	4003	E1
20150224_03-35-16	sleep	4	4003	E1
20150224_03-35-16	sound	1009 at volume 36044.0	4003	E1
20150224_03-35-31	sound	1009 at volume 36044.0	4003	E1
20150224_03-35-46	sleep	4	4003	E1
20150224_03-35-46	sound	1009 at volume 36044.0	4003	E1
20150224_03-36-01	sound	1009 at volume 36044.0	4003	E1
20150224_03-36-16	sleep	4	4003	E1
20150224_03-36-16	sound	1009 at volume 36044.0	4003	E1
20150224_03-36-31	sound	1009 at volume 36044.0	4003	E1
20150224_03-36-46	sleep	4	4003	E1
20150224_03-36-46	sound	1009 at volume 36044.0	4003	E1
20150224_03-37-01	sound	1009 at volume 36044.0	4003	E1
20150224_03-37-16	sleep	4	4003	E1
20150224_03-37-16	sound	1008 at volume 36044.0	4003	E1
20150224_03-37-31	sound	1008 at volume 36044.0	4003	E1
20150224_03-37-46	sleep	4	4003	E1
20150224_03-37-46	sound	1008 at volume 36044.0	4003	E1
20150224_03-38-01	sound	1008 at volume 36044.0	4003	E1
20150224_03-38-16	sleep	4	4003	E1
20150224_03-38-16	sound	1008 at volume 36044.0	4003	E1
20150224_03-38-31	sound	1008 at volume 36044.0	4003	E1
20150224_03-38-46	sleep	4	4003	E1
20150224_03-38-46	sound	1008 at volume 36044.0	4003	E1
20150224_03-39-01	sound	1008 at volume 36044.0	4003	E1
20150224_03-39-16	sleep	4	4003	E1
20150224_03-39-16	sound	1009 at volume 36044.0	4003	E1
20150224_03-39-31	sound	1009 at volume 36044.0	4003	E1
20150224_03-39-46	sleep	4	4003	E1
20150224_03-39-46	sound	1009 at volume 36044.0	4003	E1
20150224_03-40-01	sound	1009 at volume 36044.0	4003	E1
20150224_03-40-16	sleep	4	4003	E1
20150224_03-40-16	sound	1009 at volume 36044.0	4003	E1
20150224_03-40-31	sound	1009 at volume 36044.0	4003	E1
20150224_03-40-46	sleep	4	4003	E1
20150224_03-40-46	sound	1009 at volume 36044.0	4003	E1
20150224_03-41-01	sound	1009 at volume 36044.0	4003	E1
20150224_03-41-16	sleep	4	4003	E1
20150224_03-41-16	sound	1008 at volume 36044.0	4003	E1
20150224_03-41-31	sound	1008 at volume 36044.0	4003	E1
20150224_03-41-46	sleep	4	4003	E1
20150224_03-41-46	sound	1008 at volume 36044.0	4003	E1
20150224_03-42-01	sound	1008 at volume 36044.0	4003	E1
20150224_03-42-16	sleep	4	4003	E1
20150224_03-42-16	sound	1008 at volume 36044.0	4003	E1
20150224_03-42-31	sound	1008 at volume 36044.0	4003	E1
20150224_03-42-46	sleep	4	4003	E1
20150224_03-42-46	sound	1008 at volume 36044.0	4003	E1
20150224_03-43-01	sound	1008 at volume 36044.0	4003	E1
20150224_03-43-16	sleep	4	4003	E1
20150224_03-43-16	sound	1009 at volume 36044.0	4003	E1
20150224_03-43-31	sound	1009 at volume 36044.0	4003	E1
20150224_03-43-46	sleep	4	4003	E1
20150224_03-43-46	sound	1009 at volume 36044.0	4003	E1
20150224_03-44-01	sound	1009 at volume 36044.0	4003	E1
20150224_03-44-16	sleep	4	4003	E1
20150224_03-44-16	sound	1009 at volume 36044.0	4003	E1
20150224_03-44-31	sound	1009 at volume 36044.0	4003	E1
20150224_03-44-46	sleep	4	4003	E1
20150224_03-44-46	sound	1009 at volume 36044.0	4003	E1
20150224_03-45-01	sound	1009 at volume 36044.0	4003	E1
20150224_03-45-16	sleep	4	4003	E1
20150224_03-45-16	sound	1008 at volume 36044.0	4003	E1
20150224_03-45-31	sound	1008 at volume 36044.0	4003	E1
20150224_03-45-46	sleep	4	4003	E1
20150224_03-45-46	sound	1008 at volume 36044.0	4003	E1
20150224_03-46-01	sound	1008 at volume 36044.0	4003	E1
20150224_03-46-16	sleep	4	4003	E1
20150224_03-46-17	sound	1008 at volume 36044.0	4003	E1
20150224_03-46-32	sound	1008 at volume 36044.0	4003	E1
20150224_03-46-46	sleep	3	4003	E1
20150224_03-46-46	sound	off)	4003	E1
20150224_03-47-16	sleep	3	4003	E1
20150224_03-47-46	sleep	3	4003	E1
20150224_03-48-16	sleep	3	4003	E1
20150224_03-48-46	sleep	3	4003	E1
20150224_03-49-16	sleep	2	4003	E1
20150224_03-49-46	sleep	2	4003	E1
20150224_03-50-46	sleep	3	4003	E1
20150224_03-51-16	sleep	4	4003	E1
20150224_03-51-46	sleep	4	4003	E1
20150224_03-52-16	sleep	4	4003	E1
20150224_03-52-16	sound	1008 at volume 36044.0	4003	E1
20150224_03-52-31	sound	1008 at volume 36044.0	4003	E1
20150224_03-52-46	sleep	4	4003	E1
20150224_03-52-46	sound	1008 at volume 36044.0	4003	E1
20150224_03-53-01	sound	1008 at volume 36044.0	4003	E1
20150224_03-53-16	sleep	4	4003	E1
20150224_03-53-16	sound	1008 at volume 36044.0	4003	E1
20150224_03-53-31	sound	1008 at volume 36044.0	4003	E1
20150224_03-53-46	sleep	4	4003	E1
20150224_03-53-46	sound	1008 at volume 36044.0	4003	E1
20150224_03-54-01	sound	1008 at volume 36044.0	4003	E1
20150224_03-54-16	sleep	4	4003	E1
20150224_03-54-16	sound	1009 at volume 36044.0	4003	E1
20150224_03-54-31	sound	1009 at volume 36044.0	4003	E1
20150224_03-54-46	sleep	4	4003	E1
20150224_03-54-46	sound	1009 at volume 36044.0	4003	E1
20150224_03-55-01	sound	1009 at volume 36044.0	4003	E1
20150224_03-55-16	sleep	4	4003	E1
20150224_03-55-16	sound	1009 at volume 36044.0	4003	E1
20150224_03-55-31	sound	1009 at volume 36044.0	4003	E1
20150224_03-55-46	sleep	4	4003	E1
20150224_03-55-46	sound	1009 at volume 36044.0	4003	E1
20150224_03-56-01	sound	1009 at volume 36044.0	4003	E1
20150224_03-56-16	sleep	4	4003	E1
20150224_03-56-16	sound	1008 at volume 36044.0	4003	E1
20150224_03-56-31	sound	1008 at volume 36044.0	4003	E1
20150224_03-56-46	sleep	4	4003	E1
20150224_03-56-46	sound	1008 at volume 36044.0	4003	E1
20150224_03-57-01	sound	1008 at volume 36044.0	4003	E1
20150224_03-57-16	sleep	4	4003	E1
20150224_03-57-16	sound	1008 at volume 36044.0	4003	E1
20150224_03-57-31	sound	1008 at volume 36044.0	4003	E1
20150224_03-57-46	sleep	4	4003	E1
20150224_03-57-46	sound	1008 at volume 36044.0	4003	E1
20150224_03-58-01	sound	1008 at volume 36044.0	4003	E1
20150224_03-58-16	sound	1009 at volume 36044.0	4003	E1
20150224_03-58-31	sound	1009 at volume 36044.0	4003	E1
20150224_03-58-46	sleep	4	4003	E1
20150224_03-58-46	sound	1009 at volume 36044.0	4003	E1
20150224_03-59-01	sound	1009 at volume 36044.0	4003	E1
20150224_03-59-16	sleep	4	4003	E1
20150224_03-59-16	sound	1009 at volume 36044.0	4003	E1
20150224_03-59-31	sound	1009 at volume 36044.0	4003	E1
20150224_03-59-46	sleep	4	4003	E1
20150224_03-59-46	sound	1009 at volume 36044.0	4003	E1
20150224_04-00-01	sound	1009 at volume 36044.0	4003	E1
20150224_04-00-16	sleep	4	4003	E1
20150224_04-00-16	sound	1008 at volume 36044.0	4003	E1
20150224_04-00-31	sound	1008 at volume 36044.0	4003	E1
20150224_04-00-46	sleep	4	4003	E1
20150224_04-00-46	sound	1008 at volume 36044.0	4003	E1
20150224_04-01-01	sound	1008 at volume 36044.0	4003	E1
20150224_04-01-16	sleep	4	4003	E1
20150224_04-01-16	sound	1008 at volume 36044.0	4003	E1
20150224_04-01-31	sound	1008 at volume 36044.0	4003	E1
20150224_04-01-46	sleep	4	4003	E1
20150224_04-01-46	sound	1008 at volume 36044.0	4003	E1
20150224_04-02-01	sound	1008 at volume 36044.0	4003	E1
20150224_04-02-16	sleep	4	4003	E1
20150224_04-02-16	sound	1009 at volume 36044.0	4003	E1
20150224_04-02-31	sound	1009 at volume 36044.0	4003	E1
20150224_04-02-46	sleep	4	4003	E1
20150224_04-02-46	sound	1009 at volume 36044.0	4003	E1
20150224_04-03-01	sound	1009 at volume 36044.0	4003	E1
20150224_04-03-16	sleep	4	4003	E1
20150224_04-03-16	sound	1009 at volume 36044.0	4003	E1
20150224_04-03-31	sound	1009 at volume 36044.0	4003	E1
20150224_04-03-46	sleep	4	4003	E1
20150224_04-03-46	sound	1009 at volume 36044.0	4003	E1
20150224_04-04-01	sound	1009 at volume 36044.0	4003	E1
20150224_04-04-16	sleep	4	4003	E1
20150224_04-04-16	sound	1008 at volume 36044.0	4003	E1
20150224_04-04-31	sound	1008 at volume 36044.0	4003	E1
20150224_04-04-46	sleep	4	4003	E1
20150224_04-04-46	sound	1008 at volume 36044.0	4003	E1
20150224_04-05-01	sound	1008 at volume 36044.0	4003	E1
20150224_04-05-16	sleep	4	4003	E1
20150224_04-05-16	sound	1008 at volume 36044.0	4003	E1
20150224_04-05-31	sound	1008 at volume 36044.0	4003	E1
20150224_04-05-46	sleep	4	4003	E1
20150224_04-05-46	sound	1008 at volume 36044.0	4003	E1
20150224_04-06-01	sound	1008 at volume 36044.0	4003	E1
20150224_04-06-16	sound	1009 at volume 36044.0	4003	E1
20150224_04-06-31	sound	1009 at volume 36044.0	4003	E1
20150224_04-06-46	sleep	4	4003	E1
20150224_04-06-46	sound	1009 at volume 36044.0	4003	E1
20150224_04-07-01	sound	1009 at volume 36044.0	4003	E1
20150224_04-07-16	sleep	3	4003	E1
20150224_04-07-16	sound	off)	4003	E1
20150224_04-07-46	sleep	3	4003	E1
20150224_04-08-16	sleep	3	4003	E1
20150224_04-08-46	sleep	3	4003	E1
20150224_04-09-16	sleep	3	4003	E1
20150224_04-09-46	sleep	3	4003	E1
20150224_04-10-16	sleep	3	4003	E1
20150224_04-10-46	sleep	3	4003	E1
20150224_04-11-16	sleep	4	4003	E1
20150224_04-11-46	sleep	4	4003	E1
20150224_04-12-16	sleep	3	4003	E1
20150224_04-12-46	sleep	3	4003	E1
20150224_04-13-16	sleep	3	4003	E1
20150224_04-13-46	sleep	3	4003	E1
20150224_04-14-46	sleep	4	4003	E1
20150224_04-15-16	sleep	4	4003	E1
20150224_04-15-46	sleep	4	4003	E1
20150224_04-15-46	sound	1009 at volume 36044.0	4003	E1
20150224_04-16-01	sound	1009 at volume 36044.0	4003	E1
20150224_04-16-16	sleep	4	4003	E1
20150224_04-16-16	sound	1009 at volume 36044.0	4003	E1
20150224_04-16-31	sound	1009 at volume 36044.0	4003	E1
20150224_04-16-46	sleep	4	4003	E1
20150224_04-16-46	sound	1009 at volume 36044.0	4003	E1
20150224_04-17-01	sound	1009 at volume 36044.0	4003	E1
20150224_04-17-16	sleep	4	4003	E1
20150224_04-17-16	sound	1009 at volume 36044.0	4003	E1
20150224_04-17-31	sound	1009 at volume 36044.0	4003	E1
20150224_04-17-46	sleep	4	4003	E1
20150224_04-17-46	sound	1008 at volume 36044.0	4003	E1
20150224_04-18-01	sound	1008 at volume 36044.0	4003	E1
20150224_04-18-16	sleep	4	4003	E1
20150224_04-18-16	sound	1008 at volume 36044.0	4003	E1
20150224_04-18-31	sound	1008 at volume 36044.0	4003	E1
20150224_04-18-46	sleep	4	4003	E1
20150224_04-18-46	sound	1008 at volume 36044.0	4003	E1
20150224_04-19-01	sound	1008 at volume 36044.0	4003	E1
20150224_04-19-16	sleep	4	4003	E1
20150224_04-19-16	sound	1008 at volume 36044.0	4003	E1
20150224_04-19-31	sound	1008 at volume 36044.0	4003	E1
20150224_04-19-46	sleep	4	4003	E1
20150224_04-19-46	sound	1009 at volume 36044.0	4003	E1
20150224_04-20-01	sound	1009 at volume 36044.0	4003	E1
20150224_04-20-16	sleep	4	4003	E1
20150224_04-20-16	sound	1009 at volume 36044.0	4003	E1
20150224_04-20-31	sound	1009 at volume 36044.0	4003	E1
20150224_04-20-46	sleep	4	4003	E1
20150224_04-20-46	sound	1009 at volume 36044.0	4003	E1
20150224_04-21-01	sound	1009 at volume 36044.0	4003	E1
20150224_04-21-16	sleep	4	4003	E1
20150224_04-21-16	sound	1009 at volume 36044.0	4003	E1
20150224_04-21-31	sound	1009 at volume 36044.0	4003	E1
20150224_04-21-46	sleep	4	4003	E1
20150224_04-21-46	sound	1008 at volume 36044.0	4003	E1
20150224_04-22-01	sound	1008 at volume 36044.0	4003	E1
20150224_04-22-16	sleep	4	4003	E1
20150224_04-22-16	sound	1008 at volume 36044.0	4003	E1
20150224_04-22-31	sound	1008 at volume 36044.0	4003	E1
20150224_04-22-46	sleep	4	4003	E1
20150224_04-22-46	sound	1008 at volume 36044.0	4003	E1
20150224_04-23-01	sound	1008 at volume 36044.0	4003	E1
20150224_04-23-16	sleep	4	4003	E1
20150224_04-23-16	sound	1008 at volume 36044.0	4003	E1
20150224_04-23-31	sound	1008 at volume 36044.0	4003	E1
20150224_04-23-46	sleep	3	4003	E1
20150224_04-23-46	sound	off)	4003	E1
20150224_04-24-16	sleep	3	4003	E1
20150224_04-24-46	sleep	3	4003	E1
20150224_04-25-16	sleep	3	4003	E1
20150224_04-25-46	sleep	3	4003	E1
20150224_04-26-16	sleep	3	4003	E1
20150224_04-26-46	sleep	3	4003	E1
20150224_04-27-16	sleep	3	4003	E1
20150224_04-27-46	sleep	4	4003	E1
20150224_04-28-16	sleep	4	4003	E1
20150224_04-28-46	sleep	4	4003	E1
20150224_04-28-46	sound	1009 at volume 36044.0	4003	E1
20150224_04-29-01	sound	1009 at volume 36044.0	4003	E1
20150224_04-29-16	sleep	4	4003	E1
20150224_04-29-16	sound	1009 at volume 36044.0	4003	E1
20150224_04-29-31	sound	1009 at volume 36044.0	4003	E1
20150224_04-29-46	sleep	4	4003	E1
20150224_04-29-46	sound	1009 at volume 36044.0	4003	E1
20150224_04-30-01	sound	1009 at volume 36044.0	4003	E1
20150224_04-30-16	sleep	4	4003	E1
20150224_04-30-16	sound	1009 at volume 36044.0	4003	E1
20150224_04-30-31	sound	1009 at volume 36044.0	4003	E1
20150224_04-30-46	sleep	4	4003	E1
20150224_04-30-46	sound	1008 at volume 36044.0	4003	E1
20150224_04-31-01	sound	1008 at volume 36044.0	4003	E1
20150224_04-31-16	sleep	4	4003	E1
20150224_04-31-16	sound	1008 at volume 36044.0	4003	E1
20150224_04-31-31	sound	1008 at volume 36044.0	4003	E1
20150224_04-31-46	sleep	4	4003	E1
20150224_04-31-46	sound	1008 at volume 36044.0	4003	E1
20150224_04-32-01	sound	1008 at volume 36044.0	4003	E1
20150224_04-32-16	sleep	4	4003	E1
20150224_04-32-16	sound	1008 at volume 36044.0	4003	E1
20150224_04-32-31	sound	1008 at volume 36044.0	4003	E1
20150224_04-32-46	sleep	4	4003	E1
20150224_04-32-46	sound	1009 at volume 36044.0	4003	E1
20150224_04-33-01	sound	1009 at volume 36044.0	4003	E1
20150224_04-33-16	sleep	4	4003	E1
20150224_04-33-16	sound	1009 at volume 36044.0	4003	E1
20150224_04-33-31	sound	1009 at volume 36044.0	4003	E1
20150224_04-33-46	sleep	3	4003	E1
20150224_04-33-46	sound	off)	4003	E1
20150224_04-34-16	sleep	3	4003	E1
20150224_04-34-46	sleep	3	4003	E1
20150224_04-35-16	sleep	3	4003	E1
20150224_04-35-46	sleep	3	4003	E1
20150224_04-36-16	sleep	3	4003	E1
20150224_04-36-46	sleep	4	4003	E1
20150224_04-37-16	sleep	4	4003	E1
20150224_04-37-46	sleep	4	4003	E1
20150224_04-37-47	sound	1009 at volume 36044.0	4003	E1
20150224_04-38-02	sound	1009 at volume 36044.0	4003	E1
20150224_04-38-16	sleep	4	4003	E1
20150224_04-38-17	sound	1009 at volume 36044.0	4003	E1
20150224_04-38-32	sound	1009 at volume 36044.0	4003	E1
20150224_04-38-46	sleep	4	4003	E1
20150224_04-38-47	sound	1009 at volume 36044.0	4003	E1
20150224_04-39-02	sound	1009 at volume 36044.0	4003	E1
20150224_04-39-16	sleep	4	4003	E1
20150224_04-39-17	sound	1009 at volume 36044.0	4003	E1
20150224_04-39-32	sound	1009 at volume 36044.0	4003	E1
20150224_04-39-46	sleep	4	4003	E1
20150224_04-39-47	sound	1008 at volume 36044.0	4003	E1
20150224_04-40-02	sound	1008 at volume 36044.0	4003	E1
20150224_04-40-16	sleep	4	4003	E1
20150224_04-40-17	sound	1008 at volume 36044.0	4003	E1
20150224_04-40-32	sound	1008 at volume 36044.0	4003	E1
20150224_04-40-46	sleep	4	4003	E1
20150224_04-40-47	sound	1008 at volume 36044.0	4003	E1
20150224_04-41-02	sound	1008 at volume 36044.0	4003	E1
20150224_04-41-16	sleep	4	4003	E1
20150224_04-41-17	sound	1008 at volume 36044.0	4003	E1
20150224_04-41-32	sound	1008 at volume 36044.0	4003	E1
20150224_04-41-46	sleep	3	4003	E1
20150224_04-41-46	sound	off)	4003	E1
20150224_04-42-16	sleep	3	4003	E1
20150224_04-42-46	sleep	4	4003	E1
20150224_04-43-16	sleep	4	4003	E1
20150224_04-43-46	sleep	4	4003	E1
20150224_04-43-46	sound	1009 at volume 36044.0	4003	E1
20150224_04-44-01	sound	1009 at volume 36044.0	4003	E1
20150224_04-44-16	sleep	4	4003	E1
20150224_04-44-16	sound	1009 at volume 36044.0	4003	E1
20150224_04-44-31	sound	1009 at volume 36044.0	4003	E1
20150224_04-44-46	sleep	4	4003	E1
20150224_04-44-46	sound	1009 at volume 36044.0	4003	E1
20150224_04-45-01	sound	1009 at volume 36044.0	4003	E1
20150224_04-45-16	sleep	4	4003	E1
20150224_04-45-16	sound	1009 at volume 36044.0	4003	E1
20150224_04-45-31	sound	1009 at volume 36044.0	4003	E1
20150224_04-45-46	sleep	4	4003	E1
20150224_04-45-46	sound	1008 at volume 36044.0	4003	E1
20150224_04-46-01	sound	1008 at volume 36044.0	4003	E1
20150224_04-46-16	sleep	4	4003	E1
20150224_04-46-16	sound	1008 at volume 36044.0	4003	E1
20150224_04-46-31	sound	1008 at volume 36044.0	4003	E1
20150224_04-46-46	sleep	4	4003	E1
20150224_04-46-46	sound	1008 at volume 36044.0	4003	E1
20150224_04-47-01	sound	1008 at volume 36044.0	4003	E1
20150224_04-47-16	sleep	4	4003	E1
20150224_04-47-16	sound	1008 at volume 36044.0	4003	E1
20150224_04-47-31	sound	1008 at volume 36044.0	4003	E1
20150224_04-47-46	sleep	4	4003	E1
20150224_04-47-46	sound	1009 at volume 36044.0	4003	E1
20150224_04-48-01	sound	1009 at volume 36044.0	4003	E1
20150224_04-48-16	sleep	4	4003	E1
20150224_04-48-16	sound	1009 at volume 36044.0	4003	E1
20150224_04-48-31	sound	1009 at volume 36044.0	4003	E1
20150224_04-48-46	sleep	4	4003	E1
20150224_04-48-46	sound	1009 at volume 36044.0	4003	E1
20150224_04-49-01	sound	1009 at volume 36044.0	4003	E1
20150224_04-49-16	sleep	4	4003	E1
20150224_04-49-16	sound	1009 at volume 36044.0	4003	E1
20150224_04-49-31	sound	1009 at volume 36044.0	4003	E1
20150224_04-49-46	sleep	4	4003	E1
20150224_04-49-46	sound	1008 at volume 36044.0	4003	E1
20150224_04-50-01	sound	1008 at volume 36044.0	4003	E1
20150224_04-50-16	sleep	4	4003	E1
20150224_04-50-16	sound	1008 at volume 36044.0	4003	E1
20150224_04-50-31	sound	1008 at volume 36044.0	4003	E1
20150224_04-50-46	sleep	4	4003	E1
20150224_04-50-46	sound	1008 at volume 36044.0	4003	E1
20150224_04-51-01	sound	1008 at volume 36044.0	4003	E1
20150224_04-51-16	sleep	4	4003	E1
20150224_04-51-16	sound	1008 at volume 36044.0	4003	E1
20150224_04-51-31	sound	1008 at volume 36044.0	4003	E1
20150224_04-51-46	sleep	4	4003	E1
20150224_04-51-46	sound	1009 at volume 36044.0	4003	E1
20150224_04-52-01	sound	1009 at volume 36044.0	4003	E1
20150224_04-52-16	sleep	4	4003	E1
20150224_04-52-16	sound	1009 at volume 36044.0	4003	E1
20150224_04-52-31	sound	1009 at volume 36044.0	4003	E1
20150224_04-52-46	sleep	4	4003	E1
20150224_04-52-46	sound	1009 at volume 36044.0	4003	E1
20150224_04-53-01	sound	1009 at volume 36044.0	4003	E1
20150224_04-53-16	sleep	3	4003	E1
20150224_04-53-16	sound	off)	4003	E1
20150224_04-53-46	sleep	3	4003	E1
20150224_04-54-16	sleep	3	4003	E1
20150224_04-54-46	sleep	3	4003	E1
20150224_04-55-16	sleep	3	4003	E1
20150224_04-55-46	sleep	3	4003	E1
20150224_04-56-16	sleep	3	4003	E1
20150224_04-56-46	sleep	3	4003	E1
20150224_04-57-16	sleep	3	4003	E1
20150224_04-57-46	sleep	3	4003	E1
20150224_04-58-16	sleep	3	4003	E1
20150224_04-58-46	sleep	3	4003	E1
20150224_04-59-16	sleep	3	4003	E1
20150224_04-59-46	sleep	3	4003	E1
20150224_05-00-16	sleep	3	4003	E1
20150224_05-00-46	sleep	3	4003	E1
20150224_05-01-16	sleep	3	4003	E1
20150224_05-01-46	sleep	3	4003	E1
20150224_05-02-16	sleep	2	4003	E1
20150224_05-02-46	sleep	2	4003	E1
20150224_05-03-16	sleep	3	4003	E1
20150224_05-03-46	sleep	2	4003	E1
20150224_05-04-16	sleep	2	4003	E1
20150224_05-04-46	sleep	2	4003	E1
20150224_05-05-16	sleep	3	4003	E1
20150224_05-05-46	sleep	3	4003	E1
20150224_05-06-16	sleep	2	4003	E1
20150224_05-06-46	sleep	2	4003	E1
20150224_05-07-16	sleep	2	4003	E1
20150224_05-07-46	sleep	2	4003	E1
20150224_05-08-16	sleep	2	4003	E1
